tabla_evento;columna;valor;descripcion;nota
s__general__zendesk_macros_usage__event;macro_id;39868379041428;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39875521883924;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39878583655316;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39880566416020;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39881465877652;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39881860839828;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39938093081108;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39941084038292;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39941658673556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39942027607444;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39951358064276;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39969837696148;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39975898242836;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39976059321748;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39978648366868;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39980781150868;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39981179054612;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39981328358420;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39981532335636;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39982596298772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39983097568404;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;39983848959124;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40008254388372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40009105311636;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40012036843668;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40013724994836;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40014678459284;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40018036667924;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40018062261908;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40018135167508;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40018137216020;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40018144923284;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40019079223956;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40020283353236;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40021070411924;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40040807472532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40040890483860;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40040912364564;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40043850409236;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40044395476628;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40044614100500;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40044763950612;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40044869676820;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40045005910164;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40085342544660;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40149808711188;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40149851906964;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40161313921172;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40190670764180;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40193137652244;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40220940190868;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40221789172372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40231083818772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40274074000916;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40293218178068;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40293638911508;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40294589258516;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40295380702868;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40362199339540;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40376859521428;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40439769657876;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40444666178324;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40446309280020;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40451596935828;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40452832506004;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40453480443412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40454160128788;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40472669560340;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40474849217172;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40481298383764;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40487525500436;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40488267318548;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40504922647188;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40508164722452;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40508763376020;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40511874704532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40515752035988;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40517039110676;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40517639444884;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40519120522004;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40519865787924;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40521458475028;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40522863397268;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40537551380500;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40538642481684;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40538905111060;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40539625261588;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40595471747220;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40596638511764;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40597014085396;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40598009841812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40598583476628;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40599219142420;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40599704207124;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40600162677652;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40620454493204;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40620943665684;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40621321317780;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40621321882260;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40622309553684;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40625442761876;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40626459312148;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40626616024852;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40626711887636;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40629908575636;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40634383603604;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40635578778388;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40637844110356;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40654286094612;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40654763012756;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40655318682388;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40655972936596;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40658650607124;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40660626803732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40661061377556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40692625309204;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40693041000084;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40693782871572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40696241696660;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40698154750356;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40699504027284;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40704184564500;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40735931942420;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40737797956116;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40738809312404;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40739349473172;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40739363281940;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40740342949524;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40740580564628;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40741172581652;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40741962701972;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40744773057812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40745222667796;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40745502737556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40745767875348;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40746427035156;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40746814024212;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40746941739540;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40747178471700;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40747240418196;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40747999947412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40748223173908;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40809331531156;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40809682711828;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40809871224084;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40812097902612;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40812771151764;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40815623039892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40816024557716;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40816330940436;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40816560230804;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40816756838164;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40817597880596;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40817833297428;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40817921174676;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40817976079380;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40818955986068;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40837814748180;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40841581475604;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40841700942100;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40842532040468;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40846053452180;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40848479788692;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40849148594964;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40850442736660;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40850506521876;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40851999421844;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40859715797012;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40869941289236;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40870355283092;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40870697662868;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40870878193812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40871016974484;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40887519434132;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40887965975188;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40892894385428;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40893142664596;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40915736334996;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40917580025492;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40923508317076;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40953470550804;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40954246317076;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40954648594068;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40958613904532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40959632346900;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40964776316180;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40982179247124;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40982211349524;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40985867701780;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40986894870676;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40987059368340;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;40987127299092;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41026244349716;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41028186008340;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41034397185940;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41046804117396;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41057846470420;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41070963542420;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41071356520084;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41072394353556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41072973442196;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41073738348948;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41093551580436;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41093880450068;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41099779520788;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41101145370004;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41101617612692;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41102716479764;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41103331428884;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41111090529556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41111952014612;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41136755420948;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41140897847316;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41145979855636;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41146927322900;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41147233054740;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41147785023252;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41148226790804;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41148464775316;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41161470588948;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41161581704596;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41164152046868;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41164207599380;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41171128731156;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41176579840660;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41246280836372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41253557954964;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41254305865364;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41273374432532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41278402756884;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41307105126676;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41307694037524;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41307975505556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41308528847636;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41309372307604;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41312045037204;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41325735139604;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41326570337556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41343581661332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41344029990548;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41345394703892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41346190390420;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41346244846740;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41347678733332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41347945951892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41355199599380;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41356049258644;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41357354169876;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41359207417876;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41459307700756;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41464409147412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41476532556948;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41476852320916;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41477324662548;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41526992325012;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41528433122196;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41529370117268;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41529666224148;"Id de macro (si aplica; puede ser null en algunos lados)";
