tabla_evento;columna;valor;descripcion;nota
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dropify Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Droplinkfy;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dropnacional;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dropshipping;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dropshipping - General Info;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dropshipping - General Info Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dt Inestabilidad;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Duda;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Comisiones;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Comisiones Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas De Carritos Abandonados;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas De Carritos Abandonados Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Documentación;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Documentación Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Partners Academy;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Partners Academy Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Plan Free;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Tienda Demo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dudas Tienda Demo Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Duplicar Productos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Duplicar Produtos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Duvidas Gerais Checkout;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Duvidas Sobre Comissoes;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dux;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dux Software;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Débito No Saldo Pnf;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Días Gratis;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Días Gratis Apps;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Días Gratis Apps Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Días Gratis Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvida De Funcionamento;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Carrinhos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Cotação;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Dropshipping;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Estorno;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Etiquetas De Envio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Gerais;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Gerais Domínios;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Gerais Online;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Gerais Pdv;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Gerais Subdomínios;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Link De Pagamento;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Loja Demo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Mail Marketing;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Marketplaces;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Onboarding;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Pedidos Wpp;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas Saque;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Dúvidas/informação;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-bit;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-flet;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-flet-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-goi;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-mail;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-mail Blocklist;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-mail De Registro;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-mail Em Uso;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-mail Em Uso Partners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-mail Marketing;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-mail Marketing - Enviou;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-mail Spam;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-pick;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-pick Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-pick-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-pick-mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-ship;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-ship-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;E-vendas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ebit;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eccosys Erp;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomgestion;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomgestión;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomgestión Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomgestión Mx  Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomm-app;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecommerce En Acción;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecommerce Na Prática;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomnube;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomnube Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomnube Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomnube Mx  Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ecomnuvem;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ediciones Avanzadas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Edición De Contenido - Automation;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Categoria;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Categoria Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Etiquetas De Envio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Etiquetas De Envio Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Plan Ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Plano;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Usuario Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Usuario-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Venda;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Venta;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Ventas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editar Ventas Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editor De Imagenes - Ia;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editor De Imagenes - Ia Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Editor De Imagens;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Edição De Vendas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Edrone;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Efectivo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Efectivo Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eligiendo Destinatarios;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eligiendo Un Plan ;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Categoria;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Categoria Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Cd;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Cd Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Chats;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Conta Partners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Contactos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Cuenta;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Cuenta Partners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Plan Ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Productos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Productos Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Produto;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Reseña Appstore;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Reseña Appstore Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Reseña Landing;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Usuario Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eliminar Usuario-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Elogiou;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email - Adquirir Dominio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email - Adquirir Dominio Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email De Confirmación;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email De Confirmación Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email En Blocklist;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email En Blocklist Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email Marketing;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email Marketing - Apps;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Email Marketing Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emails Automaticos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emails Automaticos - Html;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emails Automaticos - Html Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emails Automaticos - Texto Plano;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emails Automaticos - Texto Plano Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emails Automáticos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emails Automáticos - Html;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emails Automáticos - Texto;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emanda;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emissao Rpa Soliotti;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emissary;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emissary Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Emitir Nota Fiscal;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Activacion;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Activacion Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Calculadora;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Calculadora Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Costos Y Dias Adicionales;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Costos Y Días Adicionales;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Costos Y Días Adicionales Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Envio Gratis;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Envio Gratis Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Estado Del Envio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Facturacion;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Facturacion Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Impresion De Etiquetas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Impresion De Etiquetas Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Informacion De La Etiqueta;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Informacion De La Etiqueta Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Movimientos De Saldo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - No Cotiza;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - No Cotiza Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Recibo De Entrega;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Seguro;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;En - Seguro Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Encabezado;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Encabezado Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Endereço Errado Ou Incompleto;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enp;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Entrega;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Entrega Atrasada;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Entrega Atrasada Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Entrega Internacional;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Entrega Padrão;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Entrega Personalizada;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Entrenamiento Nube;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Entrenamiento Nube Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envia.com;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envia.com Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envia.com Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envia.com-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envia.com-br;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envia.com-mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envia.com-mx Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviame;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviame Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviamelo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviamelo-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviando Una Campaña;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviaya;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviaya-mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envio Avulso;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envio De Comissoes  Finance;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envio Gratis;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envio Gratis Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envio Internacional;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envio Internacional Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envio Personalizado;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envio Personalizado Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviopack-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviopack-mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envios  Pagamentos E Compra;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envios Manuales;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envios Manuales Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Enviosperros-mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envío De Comisiones  Finance ;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envío De Comisiones  Finance Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envío De Prueba;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envío No Exitoso;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envío No Exitoso - Automation;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envíopack;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Envíopack Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Epayco;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Epayco Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Epsa-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erp Eccosys;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erps;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Ao Fazer Saque;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro App Checkout;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Csv - Alterações Não Salvaram;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Csv - Arquivo Não Carrega;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Csv - Categorias Alteradas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Csv - Produtos Duplicados;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro De Cadastro Admin;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro De Carregamento/performance;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro De Estorno-adm;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Em Botões;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Em Imagens;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Em Textos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Na Criação Do Link;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Na Transação;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro No Carrinho;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Qr Code;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Ssl;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erro Transacional;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - Archivo No Carga;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - Archivo No Carga Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - Categorias Alteradas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - Categorias Alteradas Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - No Impactan Cambios;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - No Impactan Cambios Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - Otros;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - Otros Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - Productos Duplicados;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Csv - Productos Duplicados Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error En Acreditación De Saldo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error En Acreditación De Saldo Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error En Compra;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error En Compra Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Para Finalizar Compra;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Error Para Finalizar Compra Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Errores Csv;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Errores De Saldo Y Balance;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Errores En Ftp;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Errores En Ftp Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Errores Partners Academy;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Errores Webhooks;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros App Social;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros Csv;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros Em Botões;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros Em Ftp;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros Em Imagens;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros Em Textos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros Indefinidos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros Script;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Erros Weebhook;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Especialista Online;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Especialistas Partners-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estadisticas Pdv-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado De Campañas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado De Campañas Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado De Contactos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado De La Orden;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado Del Contracargo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado Del Contracargo Clone;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado Del Envio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado Del Envio Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado Homologación;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estado Homologación Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estados Personalizados;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estadísticas De Uso;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estadísticas De Uso Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estadísticas Lt;Subtópico normalizado;
